Minute,Player,Squad,Outcome,Distance,Body Part,Notes,SCA 1 Player,SCA 1 Event,SCA 2 Player,SCA 2 Event,date
32,Yerry Mina,Everton,Wayward,8.0,Head,,Michael Keane,Pass (Live),Ben Godfrey,Pass (Live),2021-09-13
40,Ben Godfrey,Everton,Off Target,11.0,Head,,Lucas Digne,Pass (Dead),Andros Townsend,Pass (Live),2021-09-13
48,Lucas Digne,Everton,Blocked,23.0,Left Foot,Free kick,Andros Townsend,Fouled,Séamus Coleman,Pass (Live),2021-09-13
51,Richarlison,Everton,Blocked,10.0,Head,,Lucas Digne,Pass (Dead),Demarai Gray,Fouled,2021-09-13
53,Ben Mee,Burnley,Goal,7.0,Head,,Jóhann Berg Guðmundsson,Pass (Live),,,2021-09-13
60,Demarai Gray,Everton,Blocked,23.0,Right Foot,,Lucas Digne,Pass (Dead),Abdoulaye Doucouré,Pass (Live),2021-09-13
60,Michael Keane,Everton,Goal,8.0,Head,,Andros Townsend,Pass (Live),Séamus Coleman,Pass (Live),2021-09-13
65,Andros Townsend,Everton,Goal,31.0,Left Foot,,Abdoulaye Doucouré,Pass (Live),Allan,Pass (Live),2021-09-13
66,Demarai Gray,Everton,Goal,17.0,Right Foot,,Abdoulaye Doucouré,Pass (Live),Andros Townsend,Pass (Live),2021-09-13
73,Andros Townsend,Everton,Saved,21.0,Left Foot,,Michael Keane,Pass (Live),André Gomes,Pass (Live),2021-09-13
73,André Gomes,Everton,Off Target,8.0,Right Foot,,Abdoulaye Doucouré,Pass (Live),Demarai Gray,Pass (Live),2021-09-13
79,André Gomes,Everton,Off Target,30.0,Right Foot,,Lucas Digne,Pass (Live),Abdoulaye Doucouré,Pass (Live),2021-09-13
80,Demarai Gray,Everton,Blocked,20.0,Right Foot,,André Gomes,Pass (Live),Abdoulaye Doucouré,Pass (Live),2021-09-13
83,Dwight McNeil,Burnley,Saved,22.0,Left Foot,Half volley,,,,,2021-09-13
89,Jay Rodriguez,Burnley,Off Target,9.0,Head,,Dwight McNeil,Pass (Live),Charlie Taylor,Pass (Live),2021-09-13
90,Jay Rodriguez,Burnley,Blocked,28.0,Right Foot,,,,,,2021-09-13
90+3,Dwight McNeil,Burnley,Saved,30.0,Left Foot,,Charlie Taylor,Pass (Live),,,2021-09-13
3,Patrick Bamford,Leeds United,Off Target,17.0,Right Foot,Volley,Mateusz Klich,Pass (Live),Raphael Dias Belloli,Pass (Live),2021-09-17
12,Raphael Dias Belloli,Leeds United,Saved,12.0,Right Foot,,Rodrigo,Pass (Live),Mateusz Klich,Pass (Live),2021-09-17
13,Raphael Dias Belloli,Leeds United,Goal,38.0,Left Foot,,Patrick Bamford,Pass (Live),Kalvin Phillips,Pass (Live),2021-09-17
18,Mateusz Klich,Leeds United,Saved,24.0,Right Foot,,Raphael Dias Belloli,Pass (Live),Rodrigo,Pass (Live),2021-09-17
19,Patrick Bamford,Leeds United,Wayward,5.0,Head,,Mateusz Klich,Pass (Live),,,2021-09-17
20,Junior Firpo,Leeds United,Wayward,29.0,Left Foot,Volley,,,,,2021-09-17
20,Raphael Dias Belloli,Leeds United,Saved,22.0,Left Foot,,Junior Firpo,Shot,,,2021-09-17
20,Miguel Almirón,Newcastle Utd,Off Target,10.0,Left Foot,Volley,,,,,2021-09-17
24,Miguel Almirón,Newcastle Utd,Wayward,10.0,Right Foot,,Allan Saint-Maximin,Pass (Live),Allan Saint-Maximin,Dribble,2021-09-17
24,Joelinton,Newcastle Utd,Saved,9.0,Right Foot,Half volley,Miguel Almirón,Shot,,,2021-09-17
25,Rodrigo,Leeds United,Off Target,19.0,Left Foot,,Daniel James,Pass (Live),Patrick Bamford,Pass (Live),2021-09-17
29,Kalvin Phillips,Leeds United,Off Target,22.0,Right Foot,,Rodrigo,Pass (Live),Patrick Bamford,Pass (Live),2021-09-17
31,Joe Willock,Newcastle Utd,Off Target,25.0,Right Foot,,Miguel Almirón,Pass (Live),Miguel Almirón,Tackle,2021-09-17
34,Mateusz Klich,Leeds United,Saved,20.0,Right Foot,Half volley,Raphael Dias Belloli,Pass (Live),Rodrigo,Pass (Live),2021-09-17
35,Matt Ritchie,Newcastle Utd,Woodwork,21.0,Right Foot,Deflected,Miguel Almirón,Pass (Live),Allan Saint-Maximin,Pass (Live),2021-09-17
43,Sean Longstaff,Newcastle Utd,Saved,20.0,Right Foot,,Miguel Almirón,Pass (Live),Joe Willock,Pass (Live),2021-09-17
44,Allan Saint-Maximin,Newcastle Utd,Goal,14.0,Right Foot,,Joelinton,Pass (Live),Joe Willock,Pass (Live),2021-09-17
45+4,Raphael Dias Belloli,Leeds United,Blocked,11.0,Left Foot,,Junior Firpo,Pass (Live),Junior Firpo,Dribble,2021-09-17
45+4,Daniel James,Leeds United,Blocked,12.0,Right Foot,,Raphael Dias Belloli,Pass (Live),Raphael Dias Belloli,Shot,2021-09-17
45+4,Junior Firpo,Leeds United,Off Target,8.0,Left Foot,Half volley,Daniel James,Shot,,,2021-09-17
50,Daniel James,Leeds United,Off Target,10.0,Right Foot,Volley,Stuart Dallas,Pass (Live),Kalvin Phillips,Pass (Live),2021-09-17
54,Joelinton,Newcastle Utd,Off Target,23.0,Right Foot,,Allan Saint-Maximin,Pass (Live),Allan Saint-Maximin,Fouled,2021-09-17
59,Allan Saint-Maximin,Newcastle Utd,Blocked,23.0,Right Foot,,Joelinton,Pass (Live),Miguel Almirón,Pass (Live),2021-09-17
59,Allan Saint-Maximin,Newcastle Utd,Saved,14.0,Left Foot,Half volley,Allan Saint-Maximin,Shot,,,2021-09-17
59,Jamaal Lascelles,Newcastle Utd,Saved,11.0,Head,,Matt Ritchie,Pass (Dead),Allan Saint-Maximin,Shot,2021-09-17
60,Mateusz Klich,Leeds United,Saved,17.0,Right Foot,,Junior Firpo,Pass (Live),Rodrigo,Pass (Live),2021-09-17
66,Sean Longstaff,Newcastle Utd,Off Target,31.0,Right Foot,,Isaac Hayden,Pass (Live),Sean Longstaff,Pass (Live),2021-09-17
70,Sean Longstaff,Newcastle Utd,Off Target,25.0,Right Foot,Half volley,,,,,2021-09-17
72,Patrick Bamford,Leeds United,Saved,15.0,Right Foot,,Rodrigo,Pass (Live),Mateusz Klich,Pass (Live),2021-09-17
73,Patrick Bamford,Leeds United,Off Target,9.0,Right Foot,Volley,Rodrigo,Pass (Live),Junior Firpo,Pass (Dead),2021-09-17
74,Ryan Fraser,Newcastle Utd,Blocked,17.0,Right Foot,,Joe Willock,Pass (Live),,,2021-09-17
74,Allan Saint-Maximin,Newcastle Utd,Saved,19.0,Left Foot,,Sean Longstaff,Pass (Live),Ryan Fraser,Shot,2021-09-17
77,Rodrigo,Leeds United,Saved,18.0,Left Foot,,Tyler Roberts,Pass (Live),Mateusz Klich,Pass (Live),2021-09-17
78,Mateusz Klich,Leeds United,Blocked,30.0,Right Foot,,,,,,2021-09-17
82,Jamaal Lascelles,Newcastle Utd,Off Target,9.0,Head,,Matt Ritchie,Pass (Live),Allan Saint-Maximin,Pass (Live),2021-09-17
83,Rodrigo,Leeds United,Blocked,22.0,Right Foot,,Junior Firpo,Pass (Dead),,,2021-09-17
84,Allan Saint-Maximin,Newcastle Utd,Saved,17.0,Left Foot,,,,,,2021-09-17
89,Mateusz Klich,Leeds United,Saved,25.0,Left Foot,,Tyler Roberts,Pass (Live),Mateusz Klich,Pass (Live),2021-09-17
5,Fernando Marçal,Wolves,Off Target,25.0,Right Foot,,Rúben Neves,Pass (Live),Nélson Semedo,Pass (Live),2021-09-18
12,Ivan Toney,Brentford,Off Target,17.0,Head,,Christian Nørgaard,Pass (Live),Pontus Jansson,Pass (Live),2021-09-18
14,Fernando Marçal,Wolves,Off Target,30.0,Left Foot,Volley,,,,,2021-09-18
17,Adama Traoré,Wolves,Off Target,23.0,Right Foot,,Francisco Trincão,Pass (Live),Francisco Trincão,Interception,2021-09-18
28,Ivan Toney (pen),Brentford,Goal,12.0,Right Foot,,Ivan Toney,Fouled,,,2021-09-18
29,Vitaly Janelt,Brentford,Saved,10.0,Left Foot,,Sergi Canós,Pass (Live),Vitaly Janelt,Pass (Live),2021-09-18
32,Adama Traoré,Wolves,Woodwork,22.0,Right Foot,Deflected,Raúl Jiménez,Pass (Live),,,2021-09-18
33,Nélson Semedo,Wolves,Blocked,18.0,Left Foot,,Nélson Semedo,Dribble,Raúl Jiménez,Pass (Live),2021-09-18
34,Bryan Mbeumo,Brentford,Goal,5.0,Left Foot,"Open goal, Half volley",Ivan Toney,Pass (Live),,,2021-09-18
45,Romain Saïss,Wolves,Off Target,34.0,Left Foot,Half volley,Max Kilman,Pass (Live),Nélson Semedo,Pass (Live),2021-09-18
46,Bryan Mbeumo,Brentford,Off Target,19.0,Left Foot,,Vitaly Janelt,Fouled,Vitaly Janelt,Tackle,2021-09-18
68,Hwang Hee-chan,Wolves,Blocked,8.0,Left Foot,Half volley,Raúl Jiménez,Pass (Live),João Moutinho,Pass (Live),2021-09-18
85,Francisco Trincão,Wolves,Off Target,24.0,Left Foot,Free kick,Daniel Podence,Fouled,Rúben Neves,Pass (Live),2021-09-18
86,Ivan Toney,Brentford,Off Target,28.0,Right Foot,Lob,Bryan Mbeumo,Pass (Live),Kristoffer Ajer,Pass (Dead),2021-09-18
87,Raúl Jiménez,Wolves,Off Target,7.0,Head,,Adama Traoré,Pass (Live),Adama Traoré,Dribble,2021-09-18
90,Bryan Mbeumo,Brentford,Woodwork,17.0,Left Foot,,Bryan Mbeumo,Dribble,Vitaly Janelt,Pass (Live),2021-09-18
90+1,Frank Onyeka,Brentford,Blocked,21.0,Right Foot,,Ivan Toney,Pass (Live),Vitaly Janelt,Pass (Live),2021-09-18
90+1,Vitaly Janelt,Brentford,Off Target,18.0,Left Foot,,Frank Onyeka,Shot,,,2021-09-18
90+4,Rúben Neves,Wolves,Off Target,31.0,Right Foot,,Max Kilman,Pass (Live),Adama Traoré,Pass (Live),2021-09-18
8,Mohamed Elyounoussi,Southampton,Blocked,18.0,Right Foot,,Kyle Walker-Peters,Pass (Live),James Ward-Prowse,Pass (Live),2021-09-18
9,Adam Armstrong,Southampton,Blocked,17.0,Right Foot,,Nathan Redmond,Pass (Live),James Ward-Prowse,Pass (Live),2021-09-18
22,İlkay Gündoğan,Manchester City,Off Target,5.0,Head,,Kyle Walker,Pass (Live),Fernandinho,Pass (Live),2021-09-18
26,Raheem Sterling,Manchester City,Blocked,19.0,Right Foot,,Bernardo Silva,Fouled,,,2021-09-18
26,Raheem Sterling,Manchester City,Off Target,16.0,Right Foot,,Jack Grealish,Pass (Live),Raheem Sterling,Pass (Live),2021-09-18
31,Gabriel Jesus,Manchester City,Blocked,18.0,Left Foot,Half volley,,,,,2021-09-18
33,İlkay Gündoğan,Manchester City,Off Target,24.0,Right Foot,Free kick,Jack Grealish,Pass (Live),,,2021-09-18
41,Gabriel Jesus,Manchester City,Off Target,5.0,Head,,Fernandinho,Pass (Live),Jack Grealish,Pass (Live),2021-09-18
45,Mohamed Elyounoussi,Southampton,Saved,17.0,Right Foot,,Che Adams,Pass (Live),Nathan Redmond,Pass (Live),2021-09-18
45+2,Fernandinho,Manchester City,Blocked,21.0,Right Foot,,Bernardo Silva,Pass (Live),Rúben Dias,Pass (Live),2021-09-18
45+2,João Cancelo,Manchester City,Blocked,27.0,Left Foot,,Rúben Dias,Pass (Live),Fernandinho,Shot,2021-09-18
47,Nathan Redmond,Southampton,Blocked,28.0,Right Foot,Volley,,,,,2021-09-18
53,Gabriel Jesus,Manchester City,Off Target,19.0,Right Foot,,Jack Grealish,Pass (Live),Raheem Sterling,Pass (Live),2021-09-18
54,Che Adams,Southampton,Off Target,21.0,Right Foot,,Oriol Romeu,Tackle,,,2021-09-18
56,Rúben Dias,Manchester City,Off Target,6.0,Head,,İlkay Gündoğan,Pass (Dead),,,2021-09-18
59,Adam Armstrong,Southampton,Blocked,20.0,Left Foot,,Adam Armstrong,Dribble,,,2021-09-18
66,Raheem Sterling,Manchester City,Off Target,4.0,Right Foot,Half volley,Jack Grealish,Pass (Live),Bernardo Silva,Pass (Live),2021-09-18
75,João Cancelo,Manchester City,Off Target,26.0,Right Foot,,Jack Grealish,Pass (Live),João Cancelo,Pass (Live),2021-09-18
77,Adam Armstrong,Southampton,Saved,14.0,Left Foot,,Mohamed Elyounoussi,Pass (Live),Oriol Romeu,Pass (Live),2021-09-18
79,Adam Armstrong,Southampton,Blocked,17.0,Right Foot,,Kyle Walker-Peters,Pass (Live),Adam Armstrong,Pass (Live),2021-09-18
80,Mohamed Elyounoussi,Southampton,Off Target,21.0,Right Foot,,James Ward-Prowse,Pass (Live),Jan Bednarek,Pass (Live),2021-09-18
82,Riyad Mahrez,Manchester City,Blocked,18.0,Left Foot,Half volley,Rúben Dias,Pass (Live),,,2021-09-18
87,Armando Broja,Southampton,Blocked,20.0,Right Foot,,Nathan Redmond,Pass (Live),,,2021-09-18
89,Kevin De Bruyne,Manchester City,Blocked,20.0,Left Foot,,Riyad Mahrez,Pass (Live),Rúben Dias,Pass (Live),2021-09-18
90,Raheem Sterling,Manchester City,Blocked,14.0,Right Foot,,Raheem Sterling,Dribble,Raheem Sterling,Dribble,2021-09-18
90,Phil Foden,Manchester City,Saved,8.0,Head,,Kevin De Bruyne,Pass (Live),Riyad Mahrez,Pass (Live),2021-09-18
3,Christian Benteke,Crystal Palace,Woodwork,9.0,Head,,James McArthur,Pass (Live),Conor Gallagher,Pass (Dead),2021-09-18
3,Diogo Jota,Liverpool,Off Target,6.0,Head,,James Milner,Pass (Live),Jordan Henderson,Pass (Live),2021-09-18
9,Diogo Jota,Liverpool,Off Target,6.0,Left Foot,,Diogo Jota,Dribble,Kostas Tsimikas,Pass (Live),2021-09-18
16,Jordan Henderson,Liverpool,Saved,9.0,Right Foot,Volley,Sadio Mané,Pass (Live),Kostas Tsimikas,Pass (Live),2021-09-18
18,Joel Ward,Crystal Palace,Blocked,21.0,Right Foot,,,,,,2021-09-18
20,Christian Benteke,Crystal Palace,Off Target,12.0,Head,,Conor Gallagher,Pass (Dead),Jordan Ayew,Pass (Live),2021-09-18
26,Christian Benteke,Crystal Palace,Blocked,12.0,Right Foot,,Jordan Ayew,Pass (Live),Cheikhou Kouyaté,Tackle,2021-09-18
27,James McArthur,Crystal Palace,Blocked,21.0,Right Foot,Half volley,Christian Benteke,Pass (Live),Conor Gallagher,Pass (Dead),2021-09-18
31,Thiago Alcántara,Liverpool,Blocked,15.0,Left Foot,,Jordan Henderson,Pass (Live),Mohamed Salah,Pass (Live),2021-09-18
31,Kostas Tsimikas,Liverpool,Blocked,20.0,Left Foot,,Thiago Alcántara,Shot,,,2021-09-18
31,Mohamed Salah,Liverpool,Saved,14.0,Left Foot,Volley,Kostas Tsimikas,Pass (Live),Thiago Alcántara,Pass (Live),2021-09-18
32,James Milner,Liverpool,Blocked,16.0,Left Foot,,James Milner,Dribble,Mohamed Salah,Pass (Live),2021-09-18
32,Fabinho,Liverpool,Blocked,17.0,Right Foot,Half volley,James Milner,Shot,,,2021-09-18
33,Diogo Jota,Liverpool,Blocked,20.0,Right Foot,,Ibrahima Konaté,Pass (Live),Thiago Alcántara,Pass (Live),2021-09-18
34,Sadio Mané,Liverpool,Blocked,15.0,Right Foot,Half volley,,,,,2021-09-18
38,Thiago Alcántara,Liverpool,Saved,8.0,Head,,Jordan Henderson,Pass (Live),Mohamed Salah,Pass (Live),2021-09-18
38,Diogo Jota,Liverpool,Off Target,4.0,Right Foot,Half volley,Thiago Alcántara,Shot,,,2021-09-18
43,Mohamed Salah,Liverpool,Saved,12.0,Head,,Kostas Tsimikas,Pass (Dead),,,2021-09-18
43,Sadio Mané,Liverpool,Goal,3.0,Right Foot,,Mohamed Salah,Shot,,,2021-09-18
45+1,Jordan Ayew,Crystal Palace,Wayward,21.0,Right Foot,,Conor Gallagher,Pass (Live),Marc Guéhi,Pass (Live),2021-09-18
45+2,Joel Ward,Crystal Palace,Saved,20.0,Right Foot,Half volley,,,,,2021-09-18
46,Mohamed Salah,Liverpool,Saved,27.0,Left Foot,,Jordan Henderson,Pass (Live),Jordan Henderson,Dribble,2021-09-18
47,Jordan Henderson,Liverpool,Off Target,27.0,Left Foot,Half volley,,,,,2021-09-18
55,Thiago Alcántara,Liverpool,Blocked,24.0,Right Foot,,Diogo Jota,Pass (Live),,,2021-09-18
59,Fabinho,Liverpool,Blocked,29.0,Right Foot,,Thiago Alcántara,Pass (Live),James Milner,Pass (Dead),2021-09-18
59,Mohamed Salah,Liverpool,Blocked,14.0,Right Foot,,Fabinho,Shot,,,2021-09-18
62,Jordan Ayew,Crystal Palace,Blocked,19.0,Right Foot,Free kick,Conor Gallagher,Fouled,Tyrick Mitchell,Pass (Live),2021-09-18
64,Virgil van Dijk,Liverpool,Off Target,8.0,Head,,Kostas Tsimikas,Pass (Dead),Sadio Mané,Fouled,2021-09-18
68,Naby Keïta,Liverpool,Saved,25.0,Right Foot,,Jordan Henderson,Pass (Live),Diogo Jota,Pass (Live),2021-09-18
68,Mohamed Salah,Liverpool,Saved,9.0,Right Foot,,Naby Keïta,Shot,,,2021-09-18
71,Odsonne Édouard,Crystal Palace,Blocked,22.0,Right Foot,,Jaïro Riedewald,Pass (Live),Conor Gallagher,Pass (Live),2021-09-18
72,Jordan Ayew,Crystal Palace,Off Target,23.0,Right Foot,,Odsonne Édouard,Pass (Live),,,2021-09-18
78,Mohamed Salah,Liverpool,Goal,7.0,Left Foot,Volley,Kostas Tsimikas,Pass (Dead),,,2021-09-18
81,Odsonne Édouard,Crystal Palace,Saved,11.0,Right Foot,,Joachim Andersen,Pass (Live),Joel Ward,Pass (Live),2021-09-18
81,Wilfried Zaha,Crystal Palace,Off Target,19.0,Right Foot,Half volley,,,,,2021-09-18
89,Curtis Jones,Liverpool,Blocked,26.0,Left Foot,,,,,,2021-09-18
89,Naby Keïta,Liverpool,Goal,19.0,Left Foot,Volley,Curtis Jones,Shot,,,2021-09-18
90+2,Jordan Ayew,Crystal Palace,Blocked,24.0,Right Foot,,Jaïro Riedewald,Pass (Live),Tyrick Mitchell,Tackle,2021-09-18
2,Craig Cathcart,Watford,Wayward,8.0,Head,,Tom Cleverley,Pass (Dead),,,2021-09-18
9,Emmanuel Dennis,Watford,Saved,20.0,Right Foot,,Moussa Sissoko,Pass (Live),Juraj Kucka,Pass (Live),2021-09-18
13,Mathias Normann,Norwich City,Saved,32.0,Right Foot,Free kick,Josh Sargent,Fouled,Ozan Kabak,Pass (Live),2021-09-18
14,Juraj Kucka,Watford,Off Target,6.0,Head,,Tom Cleverley,Pass (Live),Kiko Femenía,Pass (Live),2021-09-18
17,Emmanuel Dennis,Watford,Goal,8.0,Head,,Kiko Femenía,Pass (Live),Tom Cleverley,Pass (Live),2021-09-18
19,Tom Cleverley,Watford,Blocked,47.0,Right Foot,Half volley,,,,,2021-09-18
26,Josh Sargent,Norwich City,Blocked,21.0,Left Foot,,Grant Hanley,Pass (Live),Tim Krul,Pass (Live),2021-09-18
33,Joshua King,Watford,Blocked,13.0,Right Foot,,Kiko Femenía,Pass (Live),Ismaila Sarr,Pass (Live),2021-09-18
35,Teemu Pukki,Norwich City,Goal,16.0,Right Foot,Half volley,Mathias Normann,Pass (Live),Max Aarons,Pass (Live),2021-09-18
38,Teemu Pukki,Norwich City,Wayward,8.0,Head,,Billy Gilmour,Pass (Dead),Josh Sargent,Fouled,2021-09-18
41,Ismaila Sarr,Watford,Saved,19.0,Left Foot,,Kiko Femenía,Pass (Live),Moussa Sissoko,Pass (Live),2021-09-18
45,Teemu Pukki,Norwich City,Off Target,17.0,Left Foot,,Josh Sargent,Pass (Live),,,2021-09-18
45+1,Ismaila Sarr,Watford,Saved,17.0,Right Foot,Half volley,Danny Rose,Pass (Live),Tom Cleverley,Pass (Live),2021-09-18
48,Kenny McLean,Norwich City,Blocked,30.0,Left Foot,,,,,,2021-09-18
51,Kenny McLean,Norwich City,Blocked,13.0,Left Foot,Volley,Billy Gilmour,Pass (Dead),Mathias Normann,Tackle,2021-09-18
63,Mathias Normann,Norwich City,Blocked,26.0,Right Foot,Volley,,,,,2021-09-18
63,Ismaila Sarr,Watford,Goal,6.0,Right Foot,,Joshua King,Pass (Live),Jeremy Ngakia,Pass (Live),2021-09-18
67,Teemu Pukki,Norwich City,Off Target,17.0,Right Foot,,Billy Gilmour,Pass (Live),,,2021-09-18
74,Kenny McLean,Norwich City,Saved,27.0,Left Foot,,,,,,2021-09-18
75,Milot Rashica,Norwich City,Saved,16.0,Right Foot,,Christos Tzolis,Pass (Live),Max Aarons,Pass (Live),2021-09-18
80,Milot Rashica,Norwich City,Wayward,14.0,Head,,Max Aarons,Pass (Live),Todd Cantwell,Pass (Live),2021-09-18
80,Joshua King,Watford,Saved,11.0,Right Foot,,Tom Cleverley,Pass (Live),,,2021-09-18
80,Ismaila Sarr,Watford,Goal,13.0,Right Foot,,Joshua King,Shot,,,2021-09-18
83,Jeremy Ngakia,Watford,Off Target,27.0,Left Foot,,Juraj Kucka,Pass (Live),Jeremy Ngakia,Pass (Dead),2021-09-18
90,Ismaila Sarr,Watford,Saved,8.0,Right Foot,Lob,Joshua King,Pass (Live),Joshua King,Tackle,2021-09-18
6,Nicolas Pépé,Arsenal,Off Target,5.0,Head,,,,,,2021-09-18
10,Ashley Barnes,Burnley,Off Target,14.0,Right Foot,Half volley,Nick Pope,Pass (Dead),Josh Brownhill,Fouled,2021-09-18
13,James Tarkowski,Burnley,Off Target,7.0,Head,,Dwight McNeil,Pass (Live),Ashley Westwood,Pass (Dead),2021-09-18
14,Ashley Barnes,Burnley,Off Target,11.0,Head,,Ashley Westwood,Pass (Live),,,2021-09-18
20,Thomas Partey,Arsenal,Blocked,29.0,Right Foot,,Thomas Partey,Dribble,Pierre-Emerick Aubameyang,Pass (Live),2021-09-18
20,Martin Ødegaard,Arsenal,Blocked,30.0,Left Foot,,Thomas Partey,Shot,,,2021-09-18
30,Martin Ødegaard,Arsenal,Goal,24.0,Left Foot,Free kick,Bukayo Saka,Fouled,Martin Ødegaard,Pass (Live),2021-09-18
33,Jóhann Berg Guðmundsson,Burnley,Wayward,15.0,Left Foot,Volley,Ashley Barnes,Fouled,Ashley Westwood,Pass (Live),2021-09-18
33,Ben Mee,Burnley,Wayward,13.0,Head,,Dwight McNeil,Pass (Live),Jóhann Berg Guðmundsson,Shot,2021-09-18
39,Jóhann Berg Guðmundsson,Burnley,Saved,18.0,Left Foot,Volley,,,,,2021-09-18
45,Emile Smith Rowe,Arsenal,Off Target,13.0,Right Foot,,Nicolas Pépé,Pass (Live),Martin Ødegaard,Pass (Live),2021-09-18
45+3,Pierre-Emerick Aubameyang,Arsenal,Blocked,23.0,Right Foot,,Martin Ødegaard,Pass (Live),,,2021-09-18
50,Jóhann Berg Guðmundsson,Burnley,Blocked,22.0,Left Foot,Half volley,Ben Mee,Pass (Live),Dwight McNeil,Pass (Live),2021-09-18
50,Ashley Westwood,Burnley,Saved,10.0,Right Foot,Half volley,,,,,2021-09-18
52,Ashley Westwood,Burnley,Blocked,29.0,Right Foot,Half volley,,,,,2021-09-18
52,Ben Mee,Burnley,Wayward,4.0,Head,,Ashley Westwood,Pass (Dead),Ashley Westwood,Shot,2021-09-18
53,Emile Smith Rowe,Arsenal,Saved,13.0,Left Foot,,Pierre-Emerick Aubameyang,Pass (Live),Bukayo Saka,Pass (Live),2021-09-18
59,Maxwel Cornet,Burnley,Saved,15.0,Right Foot,,,,,,2021-09-18
62,Josh Brownhill,Burnley,Blocked,23.0,Right Foot,,,,,,2021-09-18
65,Pierre-Emerick Aubameyang,Arsenal,Blocked,28.0,Right Foot,,Thomas Partey,Pass (Live),Albert Sambi Lokonga,Pass (Live),2021-09-18
66,Nicolas Pépé,Arsenal,Saved,7.0,Right Foot,,Pierre-Emerick Aubameyang,Pass (Live),Martin Ødegaard,Pass (Live),2021-09-18
67,Thomas Partey,Arsenal,Blocked,31.0,Right Foot,,Albert Sambi Lokonga,Pass (Live),,,2021-09-18
71,Bukayo Saka,Arsenal,Blocked,18.0,Left Foot,,Martin Ødegaard,Pass (Live),Pierre-Emerick Aubameyang,Pass (Live),2021-09-18
72,Thomas Partey,Arsenal,Off Target,10.0,Head,,Nicolas Pépé,Pass (Dead),Bukayo Saka,Shot,2021-09-18
74,Ashley Westwood,Burnley,Blocked,19.0,Right Foot,,Dwight McNeil,Pass (Live),James Tarkowski,Pass (Live),2021-09-18
76,Chris Wood,Burnley,Off Target,10.0,Head,,Matthew Lowton,Pass (Live),Dwight McNeil,Pass (Live),2021-09-18
78,Dwight McNeil,Burnley,Off Target,14.0,Left Foot,,Josh Brownhill,Pass (Live),,,2021-09-18
86,Dwight McNeil,Burnley,Blocked,21.0,Left Foot,,Matthew Lowton,Pass (Live),,,2021-09-18
90+2,Matěj Vydra,Burnley,Off Target,10.0,Head,,Charlie Taylor,Pass (Live),Dwight McNeil,Pass (Live),2021-09-18
90+3,Nuno Tavares,Arsenal,Off Target,34.0,Right Foot,,Nuno Tavares,Dribble,Nuno Tavares,Interception,2021-09-18
90+4,Jay Rodriguez,Burnley,Off Target,11.0,Head,,Maxwel Cornet,Pass (Live),Josh Brownhill,Pass (Live),2021-09-18
4,Salomón Rondón,Everton,Blocked,6.0,Right Foot,,Ben Godfrey,Pass (Live),Andros Townsend,Pass (Live),2021-09-18
5,Salomón Rondón,Everton,Off Target,5.0,Head,,Andros Townsend,Pass (Dead),Salomón Rondón,Shot,2021-09-18
7,Tyrone Mings,Aston Villa,Saved,4.0,Head,,Douglas Luiz,Pass (Dead),,,2021-09-18
15,Danny Ings,Aston Villa,Off Target,10.0,Right Foot,Volley,Tyrone Mings,Pass (Live),Ezri Konsa,Pass (Live),2021-09-18
16,Michael Keane,Everton,Off Target,6.0,Head,,Andros Townsend,Pass (Dead),,,2021-09-18
28,John McGinn,Aston Villa,Off Target,23.0,Left Foot,,,,,,2021-09-18
29,Demarai Gray,Everton,Blocked,19.0,Left Foot,,Demarai Gray,Dribble,Abdoulaye Doucouré,Pass (Live),2021-09-18
34,John McGinn,Aston Villa,Blocked,21.0,Left Foot,Half volley,,,,,2021-09-18
34,Matty Cash,Aston Villa,Off Target,19.0,Left Foot,,Matty Cash,Dribble,John McGinn,Shot,2021-09-18
38,Jacob Ramsey,Aston Villa,Blocked,25.0,Left Foot,,Douglas Luiz,Pass (Live),Emiliano Martínez,Pass (Live),2021-09-18
42,Axel Tuanzebe,Aston Villa,Blocked,6.0,Head,,Matt Targett,Pass (Dead),Douglas Luiz,Fouled,2021-09-18
44,Andros Townsend,Everton,Saved,28.0,Left Foot,,Demarai Gray,Pass (Live),Allan,Pass (Live),2021-09-18
56,Andros Townsend,Everton,Blocked,29.0,Left Foot,Free kick,Andros Townsend,Fouled,,,2021-09-18
59,Alex Iwobi,Everton,Saved off Target,10.0,Right Foot,,Demarai Gray,Pass (Live),Alex Iwobi,Pass (Live),2021-09-18
62,Tyrone Mings,Aston Villa,Off Target,13.0,Right Foot,Back heel,Jacob Ramsey,Pass (Live),Matty Cash,Pass (Live),2021-09-18
65,Demarai Gray,Everton,Off Target,15.0,Right Foot,,Andros Townsend,Pass (Live),,,2021-09-18
66,Matty Cash,Aston Villa,Goal,16.0,Left Foot,,Douglas Luiz,Pass (Live),Danny Ings,Pass (Live),2021-09-18
68,Matty Cash,Aston Villa,Blocked,18.0,Right Foot,,Douglas Luiz,Pass (Dead),Douglas Luiz,Fouled,2021-09-18
70,Jacob Ramsey,Aston Villa,Off Target,23.0,Right Foot,,Jacob Ramsey,Tackle,,,2021-09-18
73,Douglas Luiz,Aston Villa,Off Target,22.0,Right Foot,Free kick,Leon Bailey,Fouled,Jacob Ramsey,Pass (Live),2021-09-18
